,origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label,claimbuster_score
1544,T4,423501,"@JohnArthurRyan When people say we are all immigrants the battle is lost. Its like saying there is no such thing as a Canadian  or American,.",leighgt,O,A,1,,1,,0.3304382941
1545,T2,1186056,@Domenic_Toronto IMHO lockdowns were nothing but a way for feds to get Cdns to sell their jobs to economic migrants through Cerb.,leighgt,O,A,0,,1,,0.7671596104
1546,T2,1466180,"@MSANNCOOPER @GBNEWS They're  flooding into every western country.  Canada population 38 million. India 1.5billion, China 1.5 billion. 2 countries out of 50 Asian countries. 3 billion. Then there's africa over 1billion. These are the areas we have mass immigration from",leighgt,O,A,0,,1,,0.8082363336
1547,T2,1415222,@hardyrenos Immigration was record highs for decades,leighgt,T,U,0,"The tweet states a fact about immigration levels without expressing any specific approval, disapproval, or call to action. It does not provide enough context to determine whether the stance is pro-immigration or anti-immigration.",0,1.0,0.8858592986
1548,T4,269778,@AlbertaLeonidas Non profits given money to find apts for immigrants competing directly with Cdns .,leighgt,E,A,0,,0,0.0,0.66932905
1549,T4,309006,@AnitaAnandMP @cafreeland @SeanFraserMP @PamDamoff Non white Canadians and immigrants prioritized for subsidized housing. Illegals  before Cdns,leighgt,E,A,0,,0,0.0,0.6862538674
1550,T4,325320,@JustinTrudeau Pouring hundreds of thousands of refugees and illegals into English Canada every year and prioritizing them for subsidized housing over cdns,leighgt,E,A,0,,0,0.0,0.8451712551
1551,T4,227230,@prettypatriotCA There is a full scale attack on white Canadians by this gov't. Massive immigration at same time cities are prioritizing housing subsidies for illegals and immigrants. Our labour minister labour policies are nothing but anti white programs.,leighgt,O,A,0,,1,,0.7264176579
1552,T4,23594,@prettypatriotCA @SeamusORegan @SaskOpenDoor Trolling the ethnic voting enclaves Liberals have been setting up in English Canada for decades. Seamus visits immigrant community in English speaking Canada. The immigrant message not popular in Qc,leighgt,O,P,1,,1,,0.6112674483
1553,T4,16345,@JimMcMurtry01 Look at European communities where rape has increased with immigration . Look at Rotherham England. All victims white girls,leighgt,E,A,0,,0,0.0,0.5096474063
1554,T4,267684,"If you're white! Do you care if people call you racist, bigot, xenophobe? Just had someone call me a bigot for saying immigrants are prioritized over poor whites",leighgt,O,A,1,,1,,0.2050815459
1555,T4,455649,@JustinTrudeau Keep adding immigrants doesn't help,leighgt,O,A,1,,1,,0.5627450388
1556,T4,731833,It used to be a 2yr plus sentence would mean deportation so judges made sure the sentence never means deportation.,leighgt,T,P,1,,0,1.0,0.7677237253
1557,T4,265953,@JimMcMurtry01 Very few whites working in stores and restaurants now. Over 1.5 million immigrants a year. Most non white. Its replacement.  Seamus O is the most hateful anti white labour minister ever. Provincial counterparts are pro replacement too. There is no DEI in non white cpuntries,leighgt,E,A,0,,0,0.0,0.6793572055
1558,T4,295114,There's not one level of gov't in Cd.  that doesn't have as a  central theme to put poor white Canadians  behind immigrants for assistance. Agree?,leighgt,E,A,0,,0,0.0,0.4662274053
1559,T4,168737,@ICcrapdaily @GSawision @K4C @21bj42 @kpac_15 These high rise monstrosities are out of control. All over GTA but mostly in Toronto. This city is already a congested hole. Why do we allow Quebec elites in Ottawa to pour mass immigration here to insure Liberal ( Quebec) votes,leighgt,E,A,0,,0,0.0,0.710204586
1560,T4,56355,"We have a PM and 12 Quebec cabinet ministers  from Quebec. They operate outside our constitution. They do not recognize separation of powers as outlined in BNA . They have control of money, communications, and immigration. We are under the rule of Quebec.",leighgt,NR,NR,NR,NR,0,,0.7793382171
1561,T4,471743,@PattyHajdu For immigrants,leighgt,O,P,1,,1,,0.4892467955
1562,T4,449757,@BensmanTodd I hope. I HOPE! That the American people aren't dumb enough to fall for this surreptitious stunt. He won't stop illegal immigrants from coming in for the good of American people but to fool us he will.,lemon_anderson,O,A,0,,1,,0.5083728541
1563,T2,1174051,@patiller @KennyHerbert2K @the_loyal_nine @thehill Nov. 2022 can't come soon enough. Bring some sanity to this woke insane asylum.,lemon_anderson,O,U,1,"The tweet criticizes the current state of affairs as ""woke"" and expresses a desire for change in the upcoming elections. However, it does not specifically address immigration or any other specific policy area",1,,0.2019032172
1564,T3,1512133,@JennieSTaer @DailyCaller What kind of sanctuary city can't handle 1% of the aliens El Paso has to.,lemon_anderson,E,A,1,,0,0.0,0.6482982991
1565,T4,498048,"""The prominent #CatholicCharities USA and its various related agencies, for example, while not among those operating south of the border alongside the United Nations, receive “tens of millions of dollars in federal subsidies to oversee illegal immigrant transportation” north of the Rio Grande and resettlement operations to various sanctuary cities inside of the US.""
#CatholicChurch
#Immigration
#BidenBorderBloodbath is using the church to import more Democrat voters to the US https://t.co/0XD7ShbsZ1",lemon_anderson,E,A,1,,0,0.0,0.3180229972
1566,T2,1290423,@patiller @mybasementgrow @the_loyal_nine @thehill Are you concerned about all the illegal immigrants coming across the border untested and unvaccinated? I haven't seen you mention this.,lemon_anderson,E,A,1,,0,0.0,0.3564751039
1567,T3,1502572,@Sidubois70 New Labour; Deportation Centres. Name them the country they get deported to.,LesTodd10,O,I,0,,1,,0.6360457822
1568,T3,1560791,@On_The_News_Ltd The houses of migrants aren't for the benefit of the people.,LesTodd10,O,A,0,,1,,0.4491602977
1569,T3,1490808,@dave24144975 TBF should be an immediate deportation; why a pamper prison?,LesTodd10,O,A,0,,1,,0.3575257896
1570,T3,1506510,@dave24144975 TBF rather see deportation its the one thing they want; to be in the UK; maybe to get dependant here. Should be; going home today. Prison should never be an option. They seem a breeding ground for terror cells. Biometrics; deportation costs us less. No benefits; no passport.,LesTodd10,O,A,0,,1,,0.3537087943
1571,T3,1498727,@dave24144975 So clearly intend to house them all for free. they never seem to get past processing. So none fail asylum. 99.9% seems to be failed asylum; so why no deportation? Gov are importing whole nations here; why?,LesTodd10,O,A,0,,1,,0.5915587586
1572,T3,1503266,@patsypixie2 We need to weed out folk who are against the UK. Maybe sack the person who gave them the title. Any Lords who wants illegal migrants here judge by what the seem to do to women. Isn't fit for the job. Also odd; gay folk aren't liked by folk we are importing; so why.,LesTodd10,E,A,0,,0,0.0,0.4846106304
1573,T2,1464461,@JimMFelton Doubt if any are refugees TBF; else why is all the countries gone though unsafe like EU? Most countries have tents but judges here say hotels required. Repatriation required; or lets make these places as hostile &amp; stop trading with them. Investigate why EU is hostile to.,LesTodd10,E,A,0,,0,0.0,0.6205402594
1574,T4,720754,@AllisonPearson TBF when we see Christianity use to stop deportation its a scam. Its not  what they fled; hence claim asylum. so should be deported. we shouldn't have to find a safe country for them; this is something they need ownership of. we only deport from the UK they should determine where,LesTodd10,O,A,0,,1,,0.4420495645
1575,T3,1526867,@mbga_uk We will accept them for asylum MP's and celebs will block deportation. Go figure.,LesTodd10,O,A,0,,1,,0.6985964113
1576,T2,1295634,@BBCWorld We are good at f'ing things; so maybe I see their concern. TBF just see we need Ukraine to become the new Calais to solve the migrants invasion.,LesTodd10,O,A,0,,1,,0.3366153024
1577,T4,687034,@benonwine Migrant stage 1.,LesTodd10,NR,NR,NR,NR,0,,0.2934821021
1578,T4,566334,@ukmedicx The same folk who block deportation; who go on to rape. hence causing the rapes? murders etc. all looking for a pay off gong. rape gongs? must be the worse kind of gong.,LesTodd10,O,A,0,,1,,0.5636547076
1579,T4,735990,@cholatera @DavidJoBrexit it should be relatively easy. everyone who enters UK waters are documented. no documents no entry period. it should be like a custom post.  no entry unless a valid reason for entry. asylum isn't one of them. care 4 calais etc banned from the UK.,LesTodd10,O,A,0,,1,,0.5419830309
1580,T2,1287411,@mrjamesob This lot join anything sounds; hell no. We are already a migrant camp of Calais. More likely another Gov sell off (or sell out). Seems why they want everyone from the EU. Also seems now a minority country.,LesTodd10,O,A,0,,1,,0.6008644444
1581,T4,733106,@cholatera to rid them of even more migrants? if you have them unemployed why would they want them. so would send them here; but know they would only be migrants.,LesTodd10,O,A,0,,1,,0.3691879518
1582,T3,1532987,@mbga_uk Border farce keep letting them in; wonder why they fight deportation. New passport every time they enter. CS rubber stamp company?,LesTodd10,F,A,1,not possible new passport every entry. Use judgement. ,0,0.0,0.4889244602
1583,T4,766168,@rodbishop15 The CoE is a lifestyle change. they did here; clearly to block deportation. the asylum should not be a lifestyle change. it should be at least no fault of your own. this is. choice to be persecuted? The UK isn't their home. so it will be I don't like labour; persecuted as Tory.,LesTodd10,O,A,0,,1,,0.3245154565
1584,T4,615332,@joanna_starz07 TBF think its; the Brits are tolerant; the migrants aren't so we will give them to the migrants. everybody will be happy.,LesTodd10,O,A,0,,1,,0.4752549593
1585,T3,1496604,@PeteNorth303 But if they commit crime you can't put them on the street when they leave. so instant house. Same NHS they don't put folk on the street; bed blocking maybe. All they want is to be here. deportation is the only thing they fight against. Want to stop them; deport all of them. Ban?,LesTodd10,E,A,0,,0,0.0,0.3408564091
1586,T4,158589,"@YorksRose_84 Mental health issues ?...if so should be sectioned, like anyone else non immigrant would be",LindaNi121202,O,A,0,,1,,0.5075180976
1587,T2,1126463,"The absurdity of this @Conservatives Government and its @ukhomeoffice unsustainable immigration debacle 👇. Genuine people vs freeloading fake "" refugees "" ""assylum"" seekers with thousands of pounds to pay illegal smuggling racketeers.",LindaNi121202,O,A,0,,1,,0.7883327102
1588,T2,1104370,"@ukhome @pritipatel the placing of ""asylum seekers"" in a town like Barrow in Furness is wrong. The town has it's own problems...Wrong wrong wrong @simonfell I know you agree and have objected. The Government doesn't care, it's winter what are they supposed to do. Has to Stop!",LindaNi121202,E,A,0,,0,0.0,0.453545121
1589,T2,1099509,"@BorisJohnson why are you swanning about vaccine centres all this week. Every time I switch news on there you are  hands on hips mooching about round people being jabbed. 
Why dont you spend this time down on the South Coast looking at the ongoing problems with unwanted migrants",LindaNi121202,O,A,0,,1,,0.425095031
1590,T3,1556360,"Why is this boy waving a foreign flag, presumably of the country of his birth from which he has fled because of persecution...WAKE UP @CarolineLucas @YvetteCooperMP @ukhomeoffice THEY ARE NOT REFUGEES They must be detained and returned regardless of any fairy stories.",LindaNi121202,E,A,0,,0,0.0,0.2756232641
1591,T4,593163,@ClownWorld_ Why don't white euros emigrate to Canada or the U.S. anymore?,localsdguy1,O,P,1,,1,,0.5190436666
1592,T4,376104,@WashTimes illegal immigrants taking jobs from legal immigrants?,localsdguy1,E,A,1,,0,0.0,0.6522247814
1593,T4,533298,"@Vltra_MK @laralogan I have 4 accounts, you're math might be off a little.  Also  immigrants can't vote, corp accounts, etc.. I'll guess 20M voters.",localsdguy1,F,A,1,,0,0.0,0.7121298755
1594,T2,1305627,@WashTimes Asylum offered?,localsdguy1,NR,NR,NR,NR,0,,0.3424668678
1595,T3,1540496,@NBCNews will a sanctuary city cooperate here?,localsdguy1,O,U,1,,1,,0.3087638328
1596,T4,634316,"@lisaocarroll @BexBitchley “Let them get Green Cards for the US like we did,” squeals the Prime Minature…",lolwestinghouse,O,P,1,,1,,0.5610668472
1597,T2,1450507,"@UB5simon The Dutch don't really *do* facemasks, nor take the virus seriously. My family there report that even in Doctor's surgeries, the staff are unmasked.

Many are also driving over the border into Belgium to continue shopping, dining out etc.

Oh, and the schools go back today too!",lolwestinghouse,T,U,0,The tweet does not express a clear stance for or against any particular policy or action.,0,1.0,0.6668567504
1598,T2,1364874,"@davesumnersmith #Djokovic 's arrest and planned deportation from Australia is like the best thing that's happened since #COVID arrived on the scene.

#GetVaccinated https://t.co/pF66o11Iaf",lolwestinghouse,T,U,0,,0,1.0,0.3637706712
1599,T3,1507322,"@AdamBienkov @GyllKing Where does #30pLee suggest we ""emigrate"" to?

Bearing in mind that #Brexit exterminated our right to live, trade, love and reside in 27 countries across Europe.",lolwestinghouse,E,P,0,,0,0.0,0.4124786743
1600,T2,1230679,"Expats - or economic migrants as @pritipatel would call them.
https://t.co/ueWtLQjCqM https://t.co/Oiquy6gG7p",lolwestinghouse,E,U,0,,0,0.0,0.4034255677
1601,T2,1209239,"@Jim_Jordan “ arrests”, “ detained”.. that proves the Republican lie. Republicans “ open border” lie is causing the surge. The truth is, we have exactly the same border security today we had under Trump",Lon86690798,E,I,1,,0,0.0,0.7715021248
