origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes
T2,1396689,1.46936E+18,"It's been 35 years since the U.S. last passed major immigration reform.

""Outdated"" is an understatement.",Fri Dec 10 17:46:03 +0000 2021,NatImmForum,12/10/21,,,,
T2,1264716,1.4734E+18,"The man in this photo, Mirard Joseph, was bringing food back to his wife and child.

He was whipped, dragged and nearly trampled.

Asylum seekers deserve so much better. https://t.co/6H3ZGXhdi2 https://t.co/xRUoEXzE61",Tue Dec 21 20:50:02 +0000 2021,NatImmForum,12/21/21,,,,
T2,1145320,1.47846E+18,"Immigration reform is a matter of national security.
Immigration reform is a matter of economic growth.
Immigration reform is a matter of future prosperity.

We can't ignore this issue any longer. https://t.co/f0IlqGNaRj",Tue Jan 04 20:11:01 +0000 2022,NatImmForum,1/4/22,,,,
T2,1147881,1.47842E+18,"There is no reason the U.S. should not have a functioning asylum system.

There is no reason the U.S. should not have a functioning asylum system.

There is no reason the U.S. should not have a functioning asylum system.",Tue Jan 04 17:50:01 +0000 2022,NatImmForum,1/4/22,,,,
T4,695379,1.7789E+18,"Immigration reform has bipartisan support. Let’s pass it.  
👉 https://t.co/Ae89fxEbBi 👈 https://t.co/m8W1VmQAGj",Fri Apr 12 21:44:06 +0000 2024,NatImmForum,4/12/24,,,,
T2,1143324,1.47994E+18,"Immigration reform is a matter of national security.
Immigration reform is a matter of economic growth.
Immigration reform is a matter of future prosperity.

We can't ignore this issue any longer.",Sat Jan 08 22:01:00 +0000 2022,NatImmForum,1/8/22,,,,
T4,79831,1.78133E+18,The Still Waiting on Bipartisan Immigration Reforms Department https://t.co/fYFALKDRij,Fri Apr 19 14:42:38 +0000 2024,NatImmForum,4/19/24,,,,
T2,1280680,1.47921E+18,"In Texas, a network of small local churches is rallying together to help furnish apartments for newly arriving Afghan refugees. 

“People just started contacting me and saying how can I help?” https://t.co/YNulMPsFqx",Thu Jan 06 21:54:00 +0000 2022,NatImmForum,1/6/22,,,,
T4,169967,1.78059E+18,"It’s been nearly 38 years since Congress passed meaningful immigration reforms. We don’t want Congress to act, we NEED Congress to act.",Wed Apr 17 13:35:03 +0000 2024,NatImmForum,4/17/24,,,,
T2,1305587,1.47084E+18,"White House touts DHS Mayorkas' plan to build a legalized 'asylum migration' inflow.
This resource extraction from poor countries would add to Congress' 1M per year legal inflows, the White House's visa-worker inflows &amp; the (welcomed) illegal inflows. 
https://t.co/tfzIr0Grkz",Tue Dec 14 19:49:19 +0000 2021,NeilMunroDC,12/14/21,,,,
T4,622622,1.78176E+18,"@brakktonbooker @JamesBlairUSA Or:  ""black workers in n. cities have faced new sources of labor-market competition [amid] falling demand for some low-skilled [jobs]” Princeton U. prof. Leah Boustan wrote in 'Competition in the Promised Land: Black Migrants in Northern Cities ...'
https://t.co/VT2UQtRxMo",Sat Apr 20 18:48:46 +0000 2024,NeilMunroDC,4/20/24,,,,
T4,571725,1.77522E+18,"@heindehaas Might you consider Canada as a test case for your immigration hypothesis?
https://t.co/ZNNcfDplMe
And has emigration been a help to Haiti?
https://t.co/Et3EpCK4Dy",Tue Apr 02 18:02:12 +0000 2024,NeilMunroDC,4/2/24,,,,
T2,1228167,1.47439E+18,"Everybody knows this is labor trafficking, but the progressive handmaids of Wall St. perfume the process as benevolent charity to non-whites. 
Americans lose, migrants gain, and the profits go to US employers, investors, &amp; the cartels.
https://t.co/cOJgxAPeBO",Fri Dec 24 14:58:15 +0000 2021,NeilMunroDC,12/24/21,,,,
T3,1583311,1.65638E+18,"DHS Mayorkas dismisses the pocketbook damage of his migration on ordinary Americans, saying US is a 'nation of immigrants.' 
IOW, US citizens have no right to curb migration.
He says Biden led the ""largest expansion of legal pathways ever"" - w/o Congress. 
https://t.co/ZX6D3Z9GlW",Wed May 10 19:44:56 +0000 2023,NeilMunroDC,5/10/23,,,,
T2,1485301,1.47891E+18,"@SimonUbsdell @BestForBritain Sounds like a far right dog whistle to me. A strange choice of words to use when describing immigration. ‘Replacement’ is the word used by the far right to refer to so called ‘white genocide’ conspiracy theories. An ideology responsible for terrorism 

https://t.co/IsQnZySa0k",Thu Jan 06 01:50:36 +0000 2022,Nikhedonia11,1/5/22,,,,
T4,195833,1.78029E+18,"@gary_2024 @JMPSimor @iannlou No there isn’t. 

Farage and Braverman were (and are still are) diametrically opposed to immigration from the EU. 

Germany exercises border control. Who could have thought that Germany had national sovereignty too?",Tue Apr 16 17:23:48 +0000 2024,Nikhedonia11,4/16/24,,,,
T4,304916,1.77873E+18,@MaxFRobespierre Hope businessesman Richard Carr and CEO of Fortitudo (never heard of them) doesn’t use immigrants on the minimum wage as that would be just hypocritical.,Fri Apr 12 10:26:14 +0000 2024,Nikhedonia11,4/12/24,,,,
T2,1231780,1.47982E+18,"@mrjamesob The Right whinge about  the Inhumane imprisonment of Djokovic by a right wing govt in Australia, at same time as endorsing same treatment towards refugees in Australia. 

They detain refugees &amp; many of their detention camps have been off-shored away from HR’s org.",Sat Jan 08 14:32:30 +0000 2022,Nikhedonia11,1/8/22,,,,
T4,573987,1.77741E+18,"@Nigel_Farage @Telegraph So to sum up, you’re going to emigrate to Florida to be the handbag carrier of the convicted sexual predator in the US? Leaving the wreckage of the UK and Tory party behind you? https://t.co/QUHBnEZSnQ",Mon Apr 08 19:04:34 +0000 2024,Nikhedonia11,4/8/24,,,,
T2,1243379,1.47423E+18,Asylum isn't the solution for Haitians' plight https://t.co/3oBQTpbZXq,Fri Dec 24 04:04:29 +0000 2021,NolanR1,12/23/21,,,,
T4,208967,1.78042E+18,"@googlechrome Incurable and unconscionable: How immigrants are contracting deadly lung disease making kitchen countertops

https://t.co/R8TePDzG7q",Wed Apr 17 02:16:42 +0000 2024,NolanR1,4/16/24,,,,
T4,241927,1.77988E+18,"@RepZoeLofgren Incurable and unconscionable: How immigrants are contracting deadly lung disease making kitchen countertops

https://t.co/R8TePDzG7q",Mon Apr 15 14:33:11 +0000 2024,NolanR1,4/15/24,,,,
T3,1565092,1.65591E+18,@David_J_Bier @PaulKseawatcher Another provision permits the president to increase the refugee number when circumstances warrant it.,Tue May 09 12:08:36 +0000 2023,NolanR1,5/9/23,,,,
T4,278599,1.77915E+18,"@USCIS Incurable and unconscionable: How immigrants are contracting deadly lung disease making kitchen countertops

https://t.co/R8TePDzG7q",Sat Apr 13 14:09:12 +0000 2024,NolanR1,4/13/24,,,,
T2,1468012,1.48042E+18,"@BoneEverard @socialistwarri4 @darrengrimes_ You didn't say anything except ""and"" 
If they fail to be granted asylum they become failed asylum seekers. Still not illegal. 
Can be returned to country of origin, but not France because we're no longer part of the Dublin agreement due to Brexit.",Mon Jan 10 06:14:59 +0000 2022,NorfolkBroads68,1/9/22,,,,
T4,402288,1.77699E+18,"@TruthSeeker84x3 Illegal immigrants can't claim a penny. 
Illegal immigrants, by definition, are avoiding the authorities and won't be on any databases",Sun Apr 07 15:19:48 +0000 2024,NorfolkBroads68,4/7/24,,,,
T3,1582056,1.65639E+18,"@JoG1WY @AllenBevan1 @SuellaBraverman @AlexChalkChelt @thetimes When ""it"" reaches here? There's 1000's of immigrants living in Norfolk.",Wed May 10 20:23:32 +0000 2023,NorfolkBroads68,5/10/23,,,,
T2,1177885,1.47729E+18,@pritipatel Illegal migration? Are you talking about perfectly legal asylum seekers yet again?,Sat Jan 01 14:53:23 +0000 2022,NorfolkBroads68,1/1/22,,,,
T2,1069539,1.48029E+18,@BoneEverard @socialistwarri4 @darrengrimes_ Tory policy they have to be on UK soil to claim asylum,Sun Jan 09 21:46:17 +0000 2022,NorfolkBroads68,1/9/22,,,,
T2,1088247,1.47988E+18,@VikMeldrewski @canttale @Nigel_Farage Seeking asylum isn't illegal,Sat Jan 08 18:20:07 +0000 2022,NorfolkBroads68,1/8/22,,,,
T2,1261467,1.47358E+18,@BrexitNe @keira_churchill @ClaudiaWebbe @luqmankhan555 They're met by border control and legally register for asylum. A vast majority are granted that asylum.,Wed Dec 22 09:02:13 +0000 2021,NorfolkBroads68,12/22/21,,,,
T2,1260175,1.47362E+18,@BrexitNe @keira_churchill @ClaudiaWebbe @luqmankhan555 Once more. Seeking asylum is NOT illegal,Wed Dec 22 11:46:53 +0000 2021,NorfolkBroads68,12/22/21,,,,
T4,261648,1.77945E+18,"@MarkChaloner9 @Richard_1942 @RishiSunak Well, if they came here, they'd be ""illegal immigrants""",Sun Apr 14 09:54:35 +0000 2024,NorfolkBroads68,4/14/24,,,,
T4,369154,1.78069E+18,Illegal immigrant sets up successful businesses in Britain. The opportunities are there for everyone. The TikTok star who brazenly boasts about ‘owning British drug farms’ https://t.co/4eTFTigFhy,Wed Apr 17 20:00:50 +0000 2024,OhBrokenBritain,4/17/24,,,,
T2,1481765,1.47905E+18,"@ByrneBarry @debbiebarnes66 Boris has been waiting for France to stop British illegal immigration, sort out NI borders, and lower fishing demands. Boris is in the wrong job! @10DowningStreet",Thu Jan 06 11:07:44 +0000 2022,OhBrokenBritain,1/6/22,,,,
T4,283735,1.78109E+18,"The Home Office doesn’t understand that the various groups of illegal immigrants who we have to pay for, all HATE each other. Every day the ambulances travel to and from the Wethersfield airbase attending to injuries. #Wethersfield ⁦@ukhomeoffice⁩  https://t.co/qauZBt6krA",Thu Apr 18 22:24:03 +0000 2024,OhBrokenBritain,4/18/24,,,,
T3,1569512,1.65621E+18,There is a kind of madness in government letting this continue. We should NOT be paying for this! Inside giant barge that will house 500 migrants who arrive in Britain https://t.co/lXuX3uAfOo via @MailOnline,Wed May 10 08:18:41 +0000 2023,OhBrokenBritain,5/10/23,,,,
T4,291201,1.77892E+18,@HelsBelsZZ @DawnWestgate Probably because all of our money is being spent on the illegal immigrants you didn’t send back Boris,Fri Apr 12 23:00:40 +0000 2024,OhBrokenBritain,4/12/24,,,,
T2,1280312,1.47865E+18,@James_Thorburn @GBNEWS The words ‘Taxi’ and ‘Illegal Immigrants’ have been banned by Boris Johnson.,Wed Jan 05 08:56:10 +0000 2022,OhBrokenBritain,1/5/22,,,,
T4,187872,1.78166E+18,"Will us British have to fight to defend the Hamas supporters here, or will they and the illegal immigrants have to fight as well? The 77k Brits who could suddenly be called up to fight if WW3 breaks out https://t.co/wTvCG4yxi5 #WW3 #War #Israel #Iran",Sat Apr 20 12:30:39 +0000 2024,OhBrokenBritain,4/20/24,,,,
T4,261075,1.77946E+18,"Britain's illegal immigrants 'miss the boat!' 
Suella Braverman fumes as Rwanda migrant homes sold off to locals https://t.co/oRU2XKLjff",Sun Apr 14 10:51:56 +0000 2024,OhBrokenBritain,4/14/24,,,,
T3,1537578,1.65627E+18,"The result of 13 years @Conservatives government.

That's why they want to blame asylum seekers, because of their own neglect and incompetence",Wed May 10 12:16:08 +0000 2023,Omz2468,5/10/23,,,,
T3,1533014,1.6563E+18,@NickBohane @JustinWelby We hardly take any asylum seekers compared to many other European countries.,Wed May 10 14:11:07 +0000 2023,Omz2468,5/10/23,,,,
T3,1532001,1.65631E+18,"@RobertJenrick ..

The only person wrong is you as usual

You are outlawing asylum in the UK, you are a disgrace. https://t.co/8H0xXFwwQE",Wed May 10 14:36:55 +0000 2023,Omz2468,5/10/23,,,,
T2,1128913,1.47899E+18,"@RobertJenrick This government is undermining the rule of law

E.g. the disgraceful asylum bill",Thu Jan 06 07:12:57 +0000 2022,Omz2468,1/5/22,,,,
T3,1491592,1.65621E+18,@kevinforde @mrjamesob I bet some of them will claim that they want to emigrate abroad and become other countries immigrants to escape immigrants in the UK 😂😂,Wed May 10 07:59:20 +0000 2023,Omz2468,5/10/23,,,,
T2,1197798,1.48062E+18,"Brexit offers chance of ‘new and original, imaginative’ framework for cross-border cooperation https://t.co/1fA89EMCBG via @GibChronicle",Mon Jan 10 19:35:59 +0000 2022,Orgetorix,1/10/22,,,,
T2,1124155,1.47858E+18,Record number of migrant boats crossed the English Channel to Britain in 2021 https://t.co/gbFMuN5Efe via @latimes,Wed Jan 05 04:10:34 +0000 2022,Orgetorix,1/4/22,,,,
T2,1191995,1.48065E+18,Both sides described businesslike talks that didn’t resolve their differences as Russian troops mass near the Ukraine border https://t.co/jLbxsFmNGG via @WSJ,Mon Jan 10 21:23:50 +0000 2022,Orgetorix,1/10/22,,,,
T4,388634,1.7772E+18,Librettist Leah Lax transforms immigrant songs into a book https://t.co/AAckMSZsnm via @houstonchron,Mon Apr 08 04:49:26 +0000 2024,Orgetorix,4/7/24,,,,
T2,1063516,1.48025E+18,It’s ‘suicide in small boats’ on migrant route to Canaries https://t.co/Lc8sfszEtX via ⁦@thetimes⁩,Sun Jan 09 18:33:13 +0000 2022,Orgetorix,1/9/22,,,,
T4,101472,1.7811E+18,"With provinces turning away immigration detainees, Ottawa plans on jailing them in its own prisons https://t.co/Ww1c8UURPP via @torontostar",Thu Apr 18 23:36:31 +0000 2024,Orgetorix,4/18/24,,,,
T2,1137786,1.47874E+18,New asylum seeker accommodation underway in northern Latvia:  https://t.co/mZ59mKmQYC via @LSM_eng,Wed Jan 05 15:06:12 +0000 2022,Orgetorix,1/5/22,,,,
T2,1046567,1.48062E+18,Novak Djokovic wins visa legal fight - but could still face deportation https://t.co/A9wxBhUXvB via @canberratimes,Mon Jan 10 19:15:52 +0000 2022,Orgetorix,1/10/22,,,,
T2,1184777,1.47605E+18,MSF among volunteers fined for helping migrant on Lithuania-Belarus border https://t.co/eRtHiriyLs via @LRTenglish,Wed Dec 29 04:30:24 +0000 2021,Orgetorix,12/28/21,,,,
T2,1248675,1.47369E+18,Government proposes new rules for migrant labour - Radio Sweden https://t.co/kN0lVdOk5G via @radiosweden,Wed Dec 22 16:06:51 +0000 2021,Orgetorix,12/22/21,,,,
T3,1511911,1.65481E+18,@LeeAndersonMP_ They can’t emigrate cos of Brexit - no right of abode anywhere else.,Sat May 06 11:23:58 +0000 2023,OscarJ43943261,5/6/23,,,,
T4,736611,1.78108E+18,@NicolaDolby5 @bbcquestiontime How about an even simpler solution - agree a substitute for the Dublin Regulation that allowed us to send back any asylum seekers making multiple applications in member states. You must have noticed that boat crossings only became a thing post Brexit ? https://t.co/Mqpthqyx3G,Thu Apr 18 21:44:42 +0000 2024,OscarJ43943261,4/18/24,,,,
T4,855918,1.77885E+18,@RossDRossD @Ak47_X1 @TRobinsonNewEra That’s simply not true. Most muslim countries have a minimum age for marriage and it’s 18. The same as it is here. Since we created most of the refugees through our endless invasions and bombings - we’re stuck with the responsibility,Fri Apr 12 17:58:11 +0000 2024,OscarJ43943261,4/12/24,,,,
T3,1503027,1.65603E+18,@ross_baglin @FriendsofZeno @jfwduffield Oh there is. You can’t jump over the process when it suits your view. I have no issue with deportations for economic migrants who shouldn’t be here. But I simply do not accept everyone is the same. Resource it and sort it out.,Tue May 09 20:34:29 +0000 2023,OscarJ43943261,5/9/23,,,,
T4,119841,1.78098E+18,@Wayne79vxpvq884 @GBNEWS Eh? We were talking about legal aid on a court case for a school girl and you’ve jumped to immigration 😂😂,Thu Apr 18 15:26:01 +0000 2024,OscarJ43943261,4/18/24,,,,
T3,1585373,1.65636E+18,"In addition (and I'm quoting from the link that follows)

""The UK has just topped an international league table as the country that is the most accepting of immigration and the least likely to want strict limits on foreigners entering the country.""

2/3",Wed May 10 17:56:01 +0000 2023,Otto_English,5/10/23,,,,
T2,1464217,1.47958E+18,Hilarious to see those - who just a few months ago were holding up Australia as the gold standard of tough immigration controls - have an absolute meltdown over Djokovic.,Fri Jan 07 22:24:26 +0000 2022,Otto_English,1/7/22,,,,
T3,1491699,1.65531E+18,@andraswf If Russell Brand appears singing I am the Walrus... I'm emigrating,Sun May 07 20:45:39 +0000 2023,Otto_English,5/7/23,,,,
T4,468777,1.77589E+18,"@YesterdaysBrit1 But you ARE an immigrant and you live in the EU and more to the point, you clearly HATE modern Britain and yearn for one that no longer exists",Thu Apr 04 14:18:28 +0000 2024,Otto_English,4/4/24,,,,
T2,1332950,1.47997E+18,@droognewman @blinddrew @DorisMoloch There are no hordes massed in France. Asylum is complicated and the UK takes a fraction of the numbers of our neighbours. It's very easy to look these things up so I will let you do that rather than patronise you with my own links.,Sat Jan 08 23:56:06 +0000 2022,Otto_English,1/8/22,,,,
T3,1568856,1.65643E+18,"Tonight on @TomiLahren is Fearless: 

- Border Crisis! Title 42 Looms w/ Brandon Judd 

- Biden is Slipping Cognitively and in the Polls w/ @bungarsargon

- Illegal Immigration FLOODS Southern Border in Final Thoughts

More: https://t.co/l3S1uwyLHB
 https://t.co/ZO3TdzFT5G",Wed May 10 22:59:15 +0000 2023,Outkick,5/10/23,,,,
T4,54065,1.78172E+18,"Illegal immigrants and migrants have taken over youth football and soccer fields for housing and other things  and parents are furious. 

Remember - elections always have consequences. 

https://t.co/mywA8lPlT8",Sat Apr 20 16:26:24 +0000 2024,Outkick,4/20/24,,,,
T4,483875,1.77563E+18,".@TomiLahren: Illegal immigrants have laid their claim on YOUR country and YOUR lawmakers are allowing it! Plus, Biden pretends he didn’t declare Easter to be “Trans Visibility Day” but we have the receipts! https://t.co/1e8xZwYHXn",Wed Apr 03 21:00:31 +0000 2024,Outkick,4/3/24,,,,
T4,630625,1.78171E+18,"Imagine being a high school student and not being able to play soccer because migrants refused to leave the soccer field?

https://t.co/mywA8lPlT8",Sat Apr 20 15:40:31 +0000 2024,Outkick,4/20/24,,,,
