origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label
T2,1281069,@LeftBehindPoet @David19531501 @wanderer_bolton @condimentset @brianbloop2 @JohnRya13591294 @denislewin2021 @Satoshi2k21 @EuOutta @Roblev0 @ConraddKonnrad @HWick_Chris @susan04071 @Gazza41 @Davidmetroland @Jimbo12449841 @thegrimbarian @AlabamaHoshea @Chris_not_a_bot @BrunoTheBridge @1971JimboJ1 @The_Leaver @AndrewGarside3 @markwh2001 @GeorReader @resiguru @CarlsbadCharlie @UndercoverDane @BlamesJinds @Mindedmusically @fan_vor @afewpoints @freedfromthest1 @DigbyPink @Ciolfilicious1 @Ztx294 @kmtildsley @NPurpleline @Stilllearning90 @LabLostHeHe @lionandfox6773 @DavidNZUK @Swen_2017 @gbtully @SofiaGo11505363 @AlbertoRyman @CoastCorado @viv_cooper @GeoffreyKeey @Ella_von_T Feance is attacking no ine with migrants. A stupid comment.,Martin020455,O,A,0,,1,
T2,1105713,@AlabamaHoshea @denislewin2021 @AlbertoRyman @AndrewKnight226 @Claesson_Kate @ConraddKonnrad @LeftBehindPoet @David19531501 @brianbloop2 @The_Leaver @Begentle50 @Nicoledso @from_hackney @GeorReader @cybremike7 @tit_twatter @RandyKite @TheGhos72578902 @IainColledge @Satoshi2k21 @LordOfFreedom2 @wanderer_bolton @resiguru @thegrimbarian @UndercoverDane @1971JimboJ1 @afewpoints @Stilllearning90 @QuislingT @ShegorReador @fan_vor @Peter14306722 @LabLostHeHe @Mindedmusically @condimentset @BlamesJinds @AndrewGarside3 @NewforestStock @Swen_2017 @EuOutta @JamesNathan_333 @susan04071 @JohnRya13591294 @Roblev0 @Number1Dad1 @E8Powell @powellrailway @Roger_Powell79 @RogerPowell8 @ApproachSense Crap. There is a blue card system similar to the green card in the States. The people you refer to can apply.,Martin020455,O,P,1,,1,
T2,1475275,@brianbloop2 @Nicoledso @IainColledge @wanderer_bolton @afewpoints @TerraOrBust @LeftBehindPoet @Swen_2017 @UndercoverDane @Mindedmusically @Begentle50 @Roblev0 @David19531501 @EuOutta @fcukBrexit @Davidmetroland @thegrimbarian @GeorReader @AndrewGarside3 @Gazza41 @susan04071 @1971JimboJ1 @andrewsibley15 @ShegorReador @condimentset @TheGhos72578902 @BrunoTheBridge @ConraddKonnrad @tit_twatter @denislewin2021 @AndrewKnight226 @from_hackney @RandyKite @Satoshi2k21 @LordOfFreedom2 @resiguru @The_Leaver @Stilllearning90 @QuislingT @fan_vor @Peter14306722 @LabLostHeHe @BlamesJinds @Claesson_Kate @NewforestStock @AlabamaHoshea @JamesNathan_333 @JohnRya13591294 @HWick_Chris @Jimbo12449841 Rubbish. The sea border will not start a civil war. The people threatening things are being egged on by a minority. Canada has an agreed border with the States. U.K. put a border in Ireland after a civil war a hundred years ago and it was recently involved in a violent dispute.,Martin020455,NR,NR,NR,NR,0,
T2,1475438,@wanderer_bolton @JohnRya13591294 @brianbloop2 @Nicoledso @IainColledge @afewpoints @TerraOrBust @LeftBehindPoet @Swen_2017 @UndercoverDane @Mindedmusically @Begentle50 @Roblev0 @David19531501 @EuOutta @fcukBrexit @Davidmetroland @thegrimbarian @GeorReader @AndrewGarside3 @Gazza41 @susan04071 @1971JimboJ1 @andrewsibley15 @ShegorReador @condimentset @TheGhos72578902 @BrunoTheBridge @ConraddKonnrad @tit_twatter @denislewin2021 @AndrewKnight226 @from_hackney @RandyKite @Satoshi2k21 @LordOfFreedom2 @resiguru @The_Leaver @Stilllearning90 @QuislingT @fan_vor @Peter14306722 @LabLostHeHe @BlamesJinds @Claesson_Kate @NewforestStock @AlabamaHoshea @JamesNathan_333 @HWick_Chris @Jimbo12449841 The country that wants the border should tell us how they are going to control it whilst respecting WTO rules and the rights of the people of the island of Ireland which is massively pro EU and anti a border.,Martin020455,T,P,0,,0,1
T4,392881,"@RepDanGoldman BTW, check out the crimes being committed in Chicago &amp; suburbs by illegals who seem to be under the impression that it's okay to break any &amp; all of our laws with Democrat approval.  Also bringing in dangerous diseases that are spreading.",mary_shubert,E,A,1,,0,0
T4,389874,I'll repeat....check SSA's website on whether non-citizens can apply for SSI &amp; congress left loopholes to allow it for certain groups of illegals.,mary_shubert,T,A,1,,0,1
T4,588284,Sanctuary Cities Set Migrant Sex Offenders Free Instead Of Handing Them Over To ICE  https://t.co/CO9ByJXxpd,mary_shubert,T,A,1,,0,1
T4,118117,"@BasedMikeLee Who was Biden's legal counsel that argued in the case you cited during your speech that states can't fight Feds on immigration but remedy is either impeachment or #Defund govt?  I think since Schumer ruled out the 1st, Johnson should do the latter.",mary_shubert,E,A,1,,0,0
T3,1499638,"@WSJ In Chicago, which declared itself a ""sanctuary city"", @LoriLightfoot immediately shipped illegals off to Burr Ridge (which is not a sanctuary city) in buses, where they were put up in ritzy hotels. I wonder who picked up the bill?",mary_shubert,E,A,1,,0,0
T4,445760,Tuberculosis Cases Reported In Chicago’s Immigrant Shelters  https://t.co/1kjZZPzGyD,mary_shubert,T,U,1,,0,1
T4,683493,Cook County reallocates $70M for migrants from health care to food service in Chicago  https://t.co/JOqa0UuAqu,mary_shubert,T,U,1,,0,1
T4,587942,"All the red states should do the same, thus all illegals would flood the blue states &amp; bankrupt them, because sanctuary cities should be cutoff from all grants &amp; Fed funding.",mary_shubert,O,A,1,,1,
T4,243249,"Illegal UK Immigrant Who Protested With Sign Saying ""Migrants Are Not Criminals"" Pleads Guilty To Rape Of 15-Year-Old Girl  https://t.co/6IDJrHvz8G",mary_shubert,T,A,0,,0,1
T2,1089602,@ByrneBarry Why dont you do something for our homeless because our Goverment are looking after the illegual migrants above anyone else,maryfrom1972,E,A,1,,0,0
T2,1105726,@LordPearson @ShaitanIblis The people are talking about it all the time priti and the Goverment are not listening and doing nothing about these undocumented migrants the country cannot afford nor want all these people we do not have the infrastructure,maryfrom1972,O,A,0,,1,
T2,1088728,@Guineveres @ByrneBarry @Sharon444martin People will never use these hotels once the migrants go they will all be empty forever  good enough for them,maryfrom1972,O,A,1,,1,
T2,1215977,@Biggriffin4 @Sam54542076 @BorisJohnson @pritipatel Don't turn your back on your own look after them first what's this country going to end up like God only knows we cannot have illegual migrants roaming the streets doing what they like we don't know who they are the Goverment don't know,maryfrom1972,O,A,0,,1,
T2,1099801,@SayersTrish @ByrneBarry @RishiSunak Rishi decide send money abroad or look after the migrants here he cannot have it both ways we the tax payers cannot afford to save the world we have our own families to look out for we are all struggling Tory Rishi is taking the piss hes got got it wrong,maryfrom1972,E,A,0,,0,0
T4,719772,Marjorie Taylor Greene Wants a Space Laser to Stop Migrants https://t.co/1bBJjwiY1O via @thedailybeast,MaryJan28337231,T,U,1,,0,1
T2,1280285,Afghan Taliban leaders appeal for help as migrant crisis looms https://t.co/YzyicgZcbv via @YahooNews,MaryJan28337231,T,P,0,,0,1
T4,153903,Fox News Anchor Reminds GOP Senator That Trump Killed His Border Deal https://t.co/wqlqKJyewJ via @YahooNews,MaryJan28337231,T,I,1,,0,1
T3,1579319,A Refugee From Another Time Gets an Eviction Notice https://t.co/kUZjHmIGNc via @YahooNews So cruel,MaryJan28337231,T,P,1,,0,1
T4,5252,Over thousand trucks wait at Polish border: Border situation update https://t.co/XnFlUjVQtj,MaryJan28337231,T,U,0,,0,1
T2,1138995,"Labour: Health Secretary Wes Streeting said the government needed to urgently solve testing issue.
I tweeted to ask if his big mouth can solve it.
if they were not injecting 30,000 illegal migrants coming in on boats, it will free up testing.
https://t.co/9Y6VP7StvC via @Yahoo",mbga_uk,O,A,0,,1,
T2,1301720,"News Headline: People crossing Channel ‘not genuine asylum seekers’ &amp; just want to stay in hotels.
We were warned by German intelligence back in 2015 that Isis, criminals &amp; economic migrants were masquerading as Refugees. Yet they keep letting more in.
https://t.co/UpKydimmkB",mbga_uk,E,A,0,,0,0
T2,1181242,"Good post. 
Plenty of empty houses in Bulgaria.. 
Why not put all these asylum seekers &amp; refugees there.
We know why, no free healthcare, free food, welfare etc",mbga_uk,O,A,0,,1,
T2,1089623,"The party who show no respect.
Kier told a member of the public i wont be lectured by you. Calls MPs cowards, liars etc.
Angela Rayner calls people scum bags.
Security: No mention of grooming gangs in labour areas &amp; objected to deportations of foreign criminals &amp; the Borders Bill https://t.co/5ITLMvWEPx",mbga_uk,E,A,0,,0,0
T2,1264978,"UK Foreign Aid
£665 million to Pakistan from 2009–2013.
In 2016, the UK spent £13.4 billion on overseas aid.
By 2021 approx spent £14.5 billion.
Africa receives roughly $50 billion of international assistance annually.
£40m -  £70m on hotels for migrants in  current year. https://t.co/qNu3R9S90r",mbga_uk,F,A,0,https://assets.publishing.service.gov.uk/media/63da3720d3bf7f252450994b/Statistics-on-International-Development-Final-UK-Aid-Spend-2021.pdf,0,0
T2,1089146,"@LLTBR @Habbang There should be offshore processing. 
Even European countries &amp; a border officer specified that since 2015 Isis &amp; criminal gangs were masquerading as refugees and asylum seekers.",mbga_uk,E,A,0,,0,0
T2,1305458,"Home Office takes the piss again confirms asylum seeker processing site at Manston’s former fire training centre. RAF Air Cadets &amp; Army Reservists based at the site have been given notice to move out. 
They have totally lost plot.  Un- fecking believable 

https://t.co/bw2OKyPlCj",mbga_uk,T,A,0,,0,1
T2,1177621,"@Kimonevoicewas3 @terryelaineh1 @YahooNewsUK The disgrace is that they even had an asylum seeker in his 30s attending class as a child with school children.
I mean to ask what are these people thinking, as well as incidents of men hanging around outside schools. 
None of this should be happening in this country.",mbga_uk,E,A,0,,0,0
T2,1165020,"@coleman61041 Yes but the misery is spreading across the UK..
As people are moving out of London.
Undocumented migrants are being placed in areas that are struggling with public services &amp; crime is up..
So we will all pay in the end.",mbga_uk,O,A,0,,1,
T4,131012,"Here we go again. Next Global Pandemic Likely To Be Caused By Flu Virus, Scientists Warn.
People wont accept anymore lockdowns, there will be civil unrest..
Piss take was while people were fined breaking lockdown, our Border Farce was bringing illegals in.
https://t.co/fopMXv22E7",mbga_uk,E,A,0,,0,0
T4,709554,"@BBCPolitics How can Yvette Cooper sit there &amp; be a Hypocrite.
Pathetic. This is Labour whose own MPs had thousands of children groomed, raped &amp; killed in Labour run towns for over 16 yrs.
Never backed deportations of foreign offenders.
Whose own MPs &amp; Mayor were against Stop &amp; Search.",mbga_uk,E,A,0,,0,0
T2,1258292,"Like To See All MPs / Charities/ Left Wing &amp; Banner Wavers.. Answer this: 
Portuguese lorry driver dies after he was attacked by three violent Calais migrants who tried to sneak into his vehicle to reach Britain.
Yet you want more let into UK. Madness. 
https://t.co/fHc8518294",mbga_uk,T,A,0,The Mirror supported this,0,1
T4,823035,"ISIS ‘Lone Wolves’ Will Attack Britain In MONTHS .
UK likely to raise threat level, warn terror experts.
And how many have came in for years on boats illegally.
Interpol stated in 2015 terrorist were masquerading as Refugees. Our Borders are a joke..
https://t.co/MwkDxzvgoE",mbga_uk,E,A,0,,0,0
T4,257144,"@Karensense We have those doing us a favour by removing illegals from the UK, &amp; the clowns in this country are putting them in jail..",mbga_uk,O,A,0,,1,
T2,1063203,"@Eloise98496253 The prospects we face are of a Labour win in 2024, then the outlook is to go from bad to worse.. 
No deportations, open borders and more rights for illegal entrants.. .",mbga_uk,O,A,0,,1,
T4,318837,"@TiceRichard These fools who claim RWADA is not safe, yet it is in the top 10 of safest countries.
Brits even holiday there.
Also Turkey, Greece &amp; Hungary defied the EU &amp; deported out thousands of illegal migrants in 2020.
Yet UK keeps bringing more in https://t.co/doRJaBjmaq",mbga_uk,E,A,0,,0,0
T2,1198855,"Boris to scrap free lateral flow tests within weeks. 
More than £6 billion spent on mass testing.
They could have saved more money if over 30,000 illegal immigrants had not entered the UK &amp; given free lateral tests &amp; vaccines.

https://t.co/ySwbDdObq5 via @yahooNewsUK",mbga_uk,E,A,0,,0,0
T4,318670,"@Telegraph 🚨These fools &amp; house of lords who claim RWANDA is not safe, yet it is in the top 10 of safest countries. Brits even holiday there.
Also Turkey, Greece &amp; Hungary defied the EU &amp; deported out thousands of illegal migrants in 2020.
Yet UK keeps bringing more in. https://t.co/Xzcdl3a0V7",mbga_uk,E,A,0,,0,0
T3,1554993,"Gimp Arrested Again For Terrifying Motorist.
Over the Bank Holiday weekend a woman travelling alone in her car noticed something on the ground she thought was a badger, in-fact a man with a mask on, who was crawling.
The lunatics have escaped the asylum
https://t.co/z9XUcgbjqc",mbga_uk,T,A,0,,0,1
T3,1585868,"@erikengheim @ToreeBlack @TheRocsWorld Dude you’re  a Norwegian, screw off and promote socialism somewhere else, your anti immigrant in your own country, this is about americas problems, you simply use it as an opportunity to promote socialism.",mdowstfl,O,A,1,,1,
