,origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes,cleaned_text
1430,T3,1500188,1.65521e+18,"31. A week from now, Lee Anderson is speaking at an event called “Free Speech and Cancel Culture with Lee Anderson”

32. But this week, he explained that that anybody doesn’t support the monarchy should be barred from speaking about it, and instead should simply “emigrate”",Sun May 07 13:58:37 +0000 2023,RussInCheshire,5/7/23,,,,,week Lee Anderson speaking event called Free Speech Cancel Culture Lee Anderson week explained anybody support monarchy barred speaking instead simply emigrate
1431,T3,1491736,1.6562e+18,"Monday: if you don't like this country, you should emigrate.

Wednesday: this person doesn't like this country and wants to emigrate. I must persecute her in print!

Somewhere in the echoing void between Lee Anderson's ears dangle two wires, destined to never connect.",Wed May 10 07:25:25 +0000 2023,RussInCheshire,5/10/23,,,,,Monday like country emigrate Wednesday person like country want emigrate must persecute print Somewhere echoing void Lee Andersons ear dangle two wire destined never connect
1432,T4,839267,1.77948e+18,"So what is our govt's response? 

Shatter allegiances with our closest neighbours.
Cut assistance to failing democracies.
Turn our backs on global refugee agreements.
Undermine international human rights.
Deny the need to tackle Global Heating.
And weaken our defences &gt;",Sun Apr 14 12:11:26 +0000 2024,RussInCheshire,4/14/24,,,,,govts response Shatter allegiance closest neighbour Cut assistance failing democracy Turn back global refugee agreement undermine international human right deny need tackle Global Heating weaken defence gt
1433,T2,1132178,1.47889e+18,@MikeDiaz285 @Kenricward @elgrenchoviejo @Warren_in_HTown The Los Angeles story said the Flurona victim had just returned from Mexico. Did say if he was down there on vacation or was one of the Biden asylum seekers.,Thu Jan 06 00:29:47 +0000 2022,Ryanexpress77,1/5/22,,,,,Los Angeles story said Flurona victim returned Mexico Did say vacation one Biden asylum seeker
1434,T3,1490713,1.65643e+18,@Kenricward @GregAbbott_TX @TravisGhostof @StrongBordersTX When are they going to get a free ride to Los Angeles. Mayor Karen Bass loves her sanctuary city status.,Wed May 10 22:49:03 +0000 2023,Ryanexpress77,5/10/23,,,,,going get free ride Los Angeles Mayor Karen Bass love sanctuary city status
1435,T4,596021,1.77643e+18,"@MikeDiaz285 Allred has done nothing to support E-Verify, ending sanctuary cities or supporting 287G cross training for local cops. Since polling shows the border as the number one issue, he's flipped to being a border hawk. Voters know this is BS. His past votes say everything. @tedcruz",Sat Apr 06 01:49:38 +0000 2024,Ryanexpress77,4/5/24,,,,,Allred done nothing support EVerify ending sanctuary city supporting G cross training local cop since polling show border number one issue flipped border hawk voter know BS past vote say everything
1436,T4,561308,1.78216e+18,"The logic of their current policy is *everyone* has to be sent to Rwanda. They cannot give asylum, under their rules, to anyone who passes through a safe country. If you start granting exceptions, the whole thing falls apart.",Sun Apr 21 21:14:03 +0000 2024,Samfr,4/21/24,,,,,logic current policy everyone sent Rwanda give asylum rule anyone pass safe country start granting exception whole thing fall apart
1437,T3,1502272,1.65262e+18,@rcolvile @Guy_Stallard Annoyingly we don't have proper data on how many stay and what they do but we can see from the emigration numbers that a lot do stay.,Sun Apr 30 10:25:42 +0000 2023,Samfr,4/30/23,,,,,annoyingly proper data many stay see emigration number lot stay
1438,T4,559940,1.78216e+18,@sundersays But the principle of the policy is that you cannot have a valid asylum claim if you've travelled through a safe country. Once you accept that's not true the whole thing falls apart conceptually.,Sun Apr 21 21:35:05 +0000 2024,Samfr,4/21/24,,,,,principle policy valid asylum claim travelled safe country Once accept true whole thing fall apart conceptually
1439,T2,1487296,1.47885e+18,You'd think if anyone had enough points to get through the Australian immigration system it would be Djokovic.,Wed Jan 05 22:00:05 +0000 2022,Samfr,1/5/22,,,,,would think anyone enough point get Australian immigration system would Djokovic
1440,T4,554697,1.78144e+18,"@watling_samuel @MrRBourne The wars against Native Americans were pretty cheap and won a huge economic prize that (eventually) became integral to the global economy. 

Colonies also allowed for emigration, which significantly reduced the cost of poor relief...",Fri Apr 19 21:52:42 +0000 2024,Samfr,4/19/24,,,,,war native Americans pretty cheap huge economic prize eventually became integral global economy Colonies also allowed emigration significantly reduced cost poor relief
1441,T3,1536642,1.65234e+18,@USCIS @RoKhanna @POTUS @KamalaHarris what kind of immigration policy is pursued where a kid living in US for 20 years is not #American  enough @mindykaling @PadmaLakshmi @VivekGRamaswamy,Sat Apr 29 15:59:33 +0000 2023,SaurabhRauniyar,4/29/23,,,,,kind immigration policy pursued kid living US year american enough
1442,T4,271586,1.77922e+18,"@atalovesyou @Noahpinion True, either cap all the visas (immigrant and dual intent) as per country cap which feeds GC queue or F1&gt; H1/L1 &gt; EB GC be country agnostic and can have salary or tech cap.",Sat Apr 13 19:02:35 +0000 2024,SaurabhRauniyar,4/13/24,,,,,true either cap visa immigrant dual intent per country cap feed GC queue Fgt HL gt EB GC country agnostic salary tech cap
1443,T3,1536033,1.65242e+18,@ArmandDoma She is a perfect example of broken immigration system which specifically penalizes legal immigrants and their dependents .  she lived for 20 yrs in US but still she is not american enough :( @USCIS,Sat Apr 29 21:21:29 +0000 2023,SaurabhRauniyar,4/29/23,,,,,perfect example broken immigration system specifically penalizes legal immigrant dependent lived yr US still american enough
1444,T4,440711,1.77632e+18,@raj_karnatak @WhiteHouse @POTUS @VP Legal reforms is a leverage which dems want to use to grant amnesty to millions of illegal immigrants . Dem Latino politicians are very clear about it .,Fri Apr 05 18:37:16 +0000 2024,SaurabhRauniyar,4/5/24,,,,,legal reform leverage dems want use grant amnesty million illegal immigrant Dem Latino politician clear
1445,T2,1148024,1.46808e+18,@USCISDirector @USCIS Legal immigration is in shambles . People on work visa with extensions can’t travel to meet their families as no dates are available for visa stamping at consulates. Stamp visa after approving visa extension application 🙏🏽 @KamalaHarris @POTUS @HinduAmerican,Tue Dec 07 04:42:59 +0000 2021,SaurabhRauniyar,12/6/21,,,,,legal immigration shamble people work visa extension travel meet family date available visa stamping consulate Stamp visa approving visa extension application
1446,T2,1205992,1.47526e+18,@baghwallah @Steenbeck3 Standing up for the policies you/we want doesn’t need to involve telling people they are racist. It’s possible to challenge migrant-phobic people without accusing them of being racist.,Mon Dec 27 00:01:04 +0000 2021,SaveFOM,12/26/21,,,,,standing policy youwe want need involve telling people racist possible challenge migrantphobic people without accusing racist
1447,T4,184507,1.78039e+18,Was Freedom of Movement just uncontrolled immigration?  Of course not…,Wed Apr 17 00:19:01 +0000 2024,SaveFOM,4/16/24,,,,,Was Freedom Movement uncontrolled immigration course
1448,T4,350844,1.77785e+18,"How many “murders and raped” (sic) are committed by people already living in the UK? Or by non EU immigrants?  

Answer: it’s not relevant",Wed Apr 10 00:12:56 +0000 2024,SaveFOM,4/9/24,,,,,many murder raped sic committed people already living UK Or non EU immigrant answer relevant
1449,T2,1473595,1.47928e+18,And here’s the truth. Erecting more barriers to legal immigration and the work of your own citizens does nothing to stop **illegal** immigration nor entirely lawful asylum applicants.,Fri Jan 07 02:42:17 +0000 2022,SaveFOM,1/6/22,,,,,truth Erecting barrier legal immigration work citizen nothing stop illegal immigration entirely lawful asylum applicant
1450,T3,1495101,1.65506e+18,"Freedom of Movement of people is often explained or justified only in terms of immigration. 

(Yet no matter how valuable immigration might be it’s natural for people to fear it.)

So the conversation needed in the UK to restore it, is about emigration, mobility and opportunity.",Sun May 07 03:50:15 +0000 2023,SaveFOM,5/6/23,,,,,freedom Movement people often explained justified term immigration Yet matter valuable immigration might natural people fear conversation needed UK restore emigration mobility opportunity
1451,T2,1390700,1.4719e+18,"Immigrants were essential to our country long before the COVID-19 pandemic and they are essential to every aspect of our recovery today. 

Immigration reform must be part of #BuildBackBetter. https://t.co/NxracYa5zz",Fri Dec 17 17:55:24 +0000 2021,SenAlexPadilla,12/17/21,,,,,immigrant essential country long COVID pandemic essential every aspect recovery today Immigration reform must part BuildBackBetter
1452,T4,312071,1.77856e+18,"Immigrants contribute trillions of dollars each year to our economy as workers, business owners, taxpayers, and consumers.

Protecting and supporting them isn’t just the right thing to do, it’s critical to America’s economic success. https://t.co/cUS8dintNG https://t.co/PSIMRz9H7v",Thu Apr 11 23:00:00 +0000 2024,SenAlexPadilla,4/11/24,,,,,immigrant contribute trillion dollar year economy worker business owner taxpayer consumer protecting supporting right thing critical america economic success
1453,T2,1191257,1.47663e+18,"MPP was designed by the Trump administration policies to punish and deter refugees from their legal right to seek asylum. I urge President Biden to live up to our nation’s values and end this cruel policy.
https://t.co/V8nJ8tFneJ",Thu Dec 30 19:08:10 +0000 2021,SenAlexPadilla,12/30/21,,,,,MPP designed Trump administration policy punish deter refugee legal right seek asylum urge President Biden live nation value end cruel policy
1454,T3,1567658,1.64662e+18,"Everybody deserves access to affordable and reliable health care—including immigrants. Today's announcement from the White House is a huge win for DACA recipients. Thank you for taking action, @POTUS. https://t.co/6qXcSgMRh3",Thu Apr 13 21:14:09 +0000 2023,SenAlexPadilla,4/13/23,,,,,everybody deserves access affordable reliable health careincluding immigrant Todays announcement White House huge win DACA recipient Thank taking action
1455,T2,1392251,1.47164e+18,The fight is not over. We will continue to pursue every option to get immigration reform done. https://t.co/lovrSffPPK,Fri Dec 17 00:53:16 +0000 2021,SenAlexPadilla,12/16/21,,,,,fight continue pursue every option get immigration reform done
1456,T4,386483,1.77727e+18,"@zedmoe1 @ClarkeMicah If the only way a system can cope with a smaller population (which we were encouraged to have to 'help the environment) is to bring in endless numbers of immigrants, then that system is broken.

We should not have to outbreed the 3rd world.",Mon Apr 08 09:21:42 +0000 2024,SerenaJB3,4/8/24,,,,,way system cope smaller population encouraged help environment bring endless number immigrant system broken outbreed rd world
1457,T4,109172,1.78128e+18,"I'm not saying he isn't courageous, he most certainly is. But he doesn't support an ethnostate for Britain, he's quite happy as long as it's the right sort of non-White immigrant.

He just dislikes lsIam - of course I agree with him on this, it has no place in the West, but nor do other non-Whites in large numbers. We don't want to be replaced by any other group.",Fri Apr 19 10:57:29 +0000 2024,SerenaJB3,4/19/24,,,,,saying courageous certainly support ethnostate Britain quite happy long right sort nonwhite immigrant dislike lsiam course agree place West nonwhites large number want replaced group
1458,T4,204591,1.78019e+18,@JohnRad15 Immigration benefits capitalism with competition for wages. The sort of global capitalism that's been imposed is a problem.,Tue Apr 16 11:03:21 +0000 2024,SerenaJB3,4/16/24,,,,,Immigration benefit capitalism competition wage sort global capitalism imposed problem
1459,T4,531057,1.7749e+18,@Sargon_of_Akkad Leftoids regard immigrants as the new servant class. I see them as replacements of the rightful owners of this country.,Mon Apr 01 20:24:58 +0000 2024,SerenaJB3,4/1/24,,,,,Leftoids regard immigrant new servant class see replacement rightful owner country
1460,T4,201660,1.78023e+18,"@ChrisGPackham @Ofcom @ProfBillMcGuire @XRebellionUK @ScientistsX Unless you are against mass immigration into the West, you should shut up pretending to care about the environment. You are fake like all the luvvie elite class,",Tue Apr 16 13:30:27 +0000 2024,SerenaJB3,4/16/24,,,,,unless mass immigration West shut pretending care environment fake like luvvie elite class
